date,close_price,symbol,simple_name
2019-05-14T00:00:00Z,188.660000,AAPL,Apple
2019-05-15T00:00:00Z,190.920000,AAPL,Apple
2019-05-16T00:00:00Z,190.080000,AAPL,Apple
2019-05-17T00:00:00Z,189.000000,AAPL,Apple
2019-05-20T00:00:00Z,183.090000,AAPL,Apple
2019-05-21T00:00:00Z,186.600000,AAPL,Apple
2019-05-22T00:00:00Z,182.780000,AAPL,Apple
2019-05-23T00:00:00Z,179.660000,AAPL,Apple
2019-05-24T00:00:00Z,178.970000,AAPL,Apple
2019-05-28T00:00:00Z,178.230000,AAPL,Apple
2019-05-29T00:00:00Z,177.380000,AAPL,Apple
2019-05-30T00:00:00Z,178.300000,AAPL,Apple
2019-05-31T00:00:00Z,175.070000,AAPL,Apple
2019-06-03T00:00:00Z,173.300000,AAPL,Apple
2019-06-04T00:00:00Z,179.640000,AAPL,Apple
2019-06-05T00:00:00Z,182.540000,AAPL,Apple
2019-06-06T00:00:00Z,185.220000,AAPL,Apple
2019-06-07T00:00:00Z,190.150000,AAPL,Apple
2019-06-10T00:00:00Z,192.580000,AAPL,Apple
2019-06-11T00:00:00Z,194.810000,AAPL,Apple
2019-06-12T00:00:00Z,194.190000,AAPL,Apple
2019-06-13T00:00:00Z,194.150000,AAPL,Apple
2019-06-14T00:00:00Z,192.740000,AAPL,Apple
2019-06-17T00:00:00Z,193.890000,AAPL,Apple
2019-06-18T00:00:00Z,198.450000,AAPL,Apple
2019-06-19T00:00:00Z,197.870000,AAPL,Apple
2019-06-20T00:00:00Z,199.460000,AAPL,Apple
2019-06-21T00:00:00Z,198.780000,AAPL,Apple
2019-06-24T00:00:00Z,198.580000,AAPL,Apple
2019-06-25T00:00:00Z,195.570000,AAPL,Apple
2019-06-26T00:00:00Z,199.800000,AAPL,Apple
2019-06-27T00:00:00Z,199.740000,AAPL,Apple
2019-06-28T00:00:00Z,197.960000,AAPL,Apple
2019-07-01T00:00:00Z,201.610000,AAPL,Apple
2019-07-02T00:00:00Z,202.730000,AAPL,Apple
2019-07-03T00:00:00Z,204.410000,AAPL,Apple
2019-07-05T00:00:00Z,204.230000,AAPL,Apple
2019-07-08T00:00:00Z,200.020000,AAPL,Apple
2019-07-09T00:00:00Z,201.240000,AAPL,Apple
2019-07-10T00:00:00Z,203.230000,AAPL,Apple
2019-07-11T00:00:00Z,201.750000,AAPL,Apple
2019-07-12T00:00:00Z,203.300000,AAPL,Apple
2019-07-15T00:00:00Z,205.210000,AAPL,Apple
2019-07-16T00:00:00Z,204.500000,AAPL,Apple
2019-07-17T00:00:00Z,203.350000,AAPL,Apple
2019-07-18T00:00:00Z,205.660000,AAPL,Apple
2019-07-19T00:00:00Z,202.590000,AAPL,Apple
2019-07-22T00:00:00Z,207.220000,AAPL,Apple
2019-07-23T00:00:00Z,208.840000,AAPL,Apple
2019-07-24T00:00:00Z,208.670000,AAPL,Apple
2019-07-25T00:00:00Z,207.020000,AAPL,Apple
2019-07-26T00:00:00Z,207.740000,AAPL,Apple
2019-07-29T00:00:00Z,209.680000,AAPL,Apple
2019-07-30T00:00:00Z,208.780000,AAPL,Apple
2019-07-31T00:00:00Z,213.040000,AAPL,Apple
2019-08-01T00:00:00Z,208.430000,AAPL,Apple
2019-08-02T00:00:00Z,204.020000,AAPL,Apple
2019-08-05T00:00:00Z,193.340000,AAPL,Apple
2019-08-06T00:00:00Z,197.000000,AAPL,Apple
2019-08-07T00:00:00Z,199.040000,AAPL,Apple
2019-08-08T00:00:00Z,203.430000,AAPL,Apple
2019-08-09T00:00:00Z,200.990000,AAPL,Apple
2019-08-12T00:00:00Z,200.480000,AAPL,Apple
2019-08-13T00:00:00Z,208.970000,AAPL,Apple
2019-08-14T00:00:00Z,202.750000,AAPL,Apple
2019-08-15T00:00:00Z,201.740000,AAPL,Apple
2019-08-16T00:00:00Z,206.500000,AAPL,Apple
2019-08-19T00:00:00Z,210.350000,AAPL,Apple
2019-08-20T00:00:00Z,210.360000,AAPL,Apple
2019-08-21T00:00:00Z,212.640000,AAPL,Apple
2019-08-22T00:00:00Z,212.460000,AAPL,Apple
2019-08-23T00:00:00Z,202.640000,AAPL,Apple
2019-08-26T00:00:00Z,206.490000,AAPL,Apple
2019-08-27T00:00:00Z,204.160000,AAPL,Apple
2019-08-28T00:00:00Z,205.530000,AAPL,Apple
2019-08-29T00:00:00Z,209.010000,AAPL,Apple
2019-08-30T00:00:00Z,208.740000,AAPL,Apple
2019-09-03T00:00:00Z,205.700000,AAPL,Apple
2019-09-04T00:00:00Z,209.190000,AAPL,Apple
2019-09-05T00:00:00Z,213.280000,AAPL,Apple
2019-09-06T00:00:00Z,213.260000,AAPL,Apple
2019-09-09T00:00:00Z,214.170000,AAPL,Apple
2019-09-10T00:00:00Z,216.700000,AAPL,Apple
2019-09-11T00:00:00Z,223.590000,AAPL,Apple
2019-09-12T00:00:00Z,223.085000,AAPL,Apple
2019-09-13T00:00:00Z,218.750000,AAPL,Apple
2019-09-16T00:00:00Z,219.900000,AAPL,Apple
2019-09-17T00:00:00Z,220.700000,AAPL,Apple
2019-09-18T00:00:00Z,222.770000,AAPL,Apple
2019-09-19T00:00:00Z,220.960000,AAPL,Apple
2019-09-20T00:00:00Z,217.730000,AAPL,Apple
2019-09-23T00:00:00Z,218.720000,AAPL,Apple
2019-09-24T00:00:00Z,217.680000,AAPL,Apple
2019-09-25T00:00:00Z,221.030000,AAPL,Apple
2019-09-26T00:00:00Z,219.890000,AAPL,Apple
2019-09-27T00:00:00Z,218.820000,AAPL,Apple
2019-09-30T00:00:00Z,223.970000,AAPL,Apple
2019-10-01T00:00:00Z,224.590000,AAPL,Apple
2019-10-02T00:00:00Z,218.960000,AAPL,Apple
2019-10-03T00:00:00Z,220.820000,AAPL,Apple
2019-10-04T00:00:00Z,227.010000,AAPL,Apple
2019-10-07T00:00:00Z,227.060000,AAPL,Apple
2019-10-08T00:00:00Z,224.400000,AAPL,Apple
2019-10-09T00:00:00Z,227.030000,AAPL,Apple
2019-10-10T00:00:00Z,230.090000,AAPL,Apple
2019-10-11T00:00:00Z,236.210000,AAPL,Apple
2019-10-14T00:00:00Z,235.870000,AAPL,Apple
2019-10-15T00:00:00Z,235.320000,AAPL,Apple
2019-10-16T00:00:00Z,234.370000,AAPL,Apple
2019-10-17T00:00:00Z,235.280000,AAPL,Apple
2019-10-18T00:00:00Z,236.410000,AAPL,Apple
2019-10-21T00:00:00Z,240.510000,AAPL,Apple
2019-10-22T00:00:00Z,239.960000,AAPL,Apple
2019-10-23T00:00:00Z,243.180000,AAPL,Apple
2019-10-24T00:00:00Z,243.580000,AAPL,Apple
2019-10-25T00:00:00Z,246.580000,AAPL,Apple
2019-10-28T00:00:00Z,249.050000,AAPL,Apple
2019-10-29T00:00:00Z,243.290000,AAPL,Apple
2019-10-30T00:00:00Z,243.260000,AAPL,Apple
2019-10-31T00:00:00Z,248.760000,AAPL,Apple
2019-11-01T00:00:00Z,255.820000,AAPL,Apple
2019-11-04T00:00:00Z,257.500000,AAPL,Apple
